Date,Close
2005-12-01,1645.199951
2006-01-01,1710.75
2006-02-01,1670.569946
2006-03-01,1703.660034
2006-04-01,1700.709961
2006-05-01,1579.579956
2006-06-01,1575.22998
2006-07-01,1509.430054
2006-08-01,1579.72998
2006-09-01,1654.130005
2006-10-01,1732.540039
2006-11-01,1791.25
2006-12-01,1756.9000239999998
2007-01-01,1792.280029
2007-02-01,1761.5999760000002
2007-03-01,1772.359985
2007-04-01,1867.75
2007-05-01,1928.189941
2007-06-01,1934.0999760000002
2007-07-01,1932.060059
2007-08-01,1988.72998
2007-09-01,2091.110107
2007-10-01,2238.97998
2007-11-01,2089.100098
2007-12-01,2084.929932
2008-01-01,1841.4200440000002
2008-02-01,1745.27002
2008-03-01,1781.930054
2008-04-01,1917.699951
2008-05-01,2032.569946
2008-06-01,1837.089966
2008-07-01,1849.1500239999998
2008-08-01,1872.540039
2008-09-01,1594.630005
2008-10-01,1334.780029
2008-11-01,1185.75
2008-12-01,1211.650024
2009-01-01,1180.25
2009-02-01,1116.98999
2009-03-01,1237.01001
2009-04-01,1394.329956
2009-05-01,1435.569946
2009-06-01,1477.25
2009-07-01,1603.359985
2009-08-01,1625.189941
2009-09-01,1718.9899899999998
2009-10-01,1667.130005
2009-11-01,1767.430054
2009-12-01,1860.310059
2010-01-01,1741.040039
2010-02-01,1818.680054
2010-03-01,1958.339966
2010-04-01,2000.630005
2010-05-01,1852.390015
2010-06-01,1739.140015
2010-07-01,1864.0
2010-08-01,1767.430054
2010-09-01,1998.040039
2010-10-01,2124.449951
2010-11-01,2117.330078
2010-12-01,2217.860107
2011-01-01,2281.909912
2011-02-01,2350.98999
2011-03-01,2338.98999
2011-04-01,2404.080078
2011-05-01,2372.540039
2011-06-01,2325.070068
2011-07-01,2362.810059
2011-08-01,2241.01001
2011-09-01,2139.179932
2011-10-01,2360.080078
2011-11-01,2295.199951
2011-12-01,2277.830078
2012-01-01,2467.949951
2012-02-01,2623.100098
2012-03-01,2755.27002
2012-04-01,2723.679932
2012-05-01,2524.8701170000004
2012-06-01,2615.719971
2012-07-01,2642.530029
2012-08-01,2772.23999
2012-09-01,2799.189941
2012-10-01,2647.919922
2012-11-01,2677.8798829999996
2012-12-01,2660.929932
2013-01-01,2731.530029
2013-02-01,2738.580078
2013-03-01,2818.689941
2013-04-01,2887.439941
2013-05-01,2981.76001
2013-06-01,2909.600098
2013-07-01,3090.189941
2013-08-01,3073.810059
2013-09-01,3218.199951
2013-10-01,3377.7299799999996
2013-11-01,3487.820068
2013-12-01,3592.0
2014-01-01,3521.919922
2014-02-01,3696.100098
2014-03-01,3595.73999
2014-04-01,3582.0200200000004
2014-05-01,3736.820068
2014-06-01,3849.4799799999996
2014-07-01,3892.5
2014-08-01,4082.5600590000004
2014-09-01,4049.4499509999996
2014-10-01,4158.209961
2014-11-01,4337.790039
2014-12-01,4236.279785
2015-01-01,4148.430176
2015-02-01,4440.669922
2015-03-01,4333.689941
2015-04-01,4414.25
2015-05-01,4508.25
2015-06-01,4396.759765999999
2015-07-01,4588.910156
2015-08-01,4274.580078
2015-09-01,4181.060059
2015-10-01,4648.830078
2015-11-01,4664.509765999999
2015-12-01,4593.27002
2016-01-01,4279.169922
2016-02-01,4201.120117
2016-03-01,4483.660156
2016-04-01,4341.299805
2016-05-01,4523.890136999999
2016-06-01,4417.700195
2016-07-01,4730.22998
2016-08-01,4771.049805
2016-09-01,4875.700195
2016-10-01,4801.27002
2016-11-01,4810.810059
2016-12-01,4863.620117
2017-01-01,5116.77002
2017-02-01,5330.310059
2017-03-01,5436.22998
2017-04-01,5583.529785
2017-05-01,5788.799805
2017-06-01,5646.919922
2017-07-01,5880.330078
2017-08-01,5988.600098
2017-09-01,5979.299805
2017-10-01,6248.560059
2017-11-01,6365.560059
2017-12-01,6396.419922
2018-01-01,6949.990234000001
2018-02-01,6854.419922
2018-03-01,6581.129883
2018-04-01,6605.569824
2018-05-01,6967.72998
2018-06-01,7040.799805
2018-07-01,7231.97998
2018-08-01,7654.549805
2018-09-01,7627.649901999999
2018-10-01,6967.100098000001
2018-11-01,6949.009765999999
2018-12-01,6329.970215
2019-01-01,6906.839844
2019-02-01,7097.529785
2019-03-01,7378.77002
2019-04-01,7781.459961
2019-05-01,7127.959961
2019-06-01,7671.080078
2019-07-01,7848.779785
2019-08-01,7691.0
2019-09-01,7749.450195
2019-10-01,8083.830078
2019-11-01,8403.679688
2019-12-01,8733.070313
2020-01-01,8991.509766
2020-02-01,8461.830078
2020-03-01,7813.5
2020-04-01,9000.509766
2020-05-01,9555.530273
2020-06-01,10156.849609
2020-07-01,10905.879883
2020-08-01,12110.700195
2020-09-01,11418.05957
2020-10-01,11052.950195
2020-11-01,12268.320313
2020-12-01,12888.280273
2021-01-01,12925.379883
2021-02-01,12909.44043
2021-03-01,13091.44043
2021-04-01,13860.759766
2021-05-01,13686.509766
2021-06-01,14554.799805
2021-07-01,14959.900391
2021-08-01,15582.509766
2021-09-01,14689.620116999999
2021-10-01,15850.469727000002
2021-11-01,16135.919922
2021-12-01,16320.080078
2022-01-01,14930.049805
2022-02-01,14237.80957
2022-03-01,14838.490234
2022-04-01,12854.799805
2022-05-01,12642.099609
2022-06-01,11503.719727
2022-07-01,12947.969727
2022-08-01,12272.030273
2022-09-01,10971.219727
2022-10-01,11405.570313
2022-11-01,12030.05957
2022-12-01,11084.589844
