Date,Close
1995-01-01,470.420013
1995-02-01,487.39001500000006
1995-03-01,500.709991
1995-04-01,514.710022
1995-05-01,533.400024
1995-06-01,544.75
1995-07-01,562.0599980000001
1995-08-01,561.880005
1995-09-01,584.409973
1995-10-01,581.5
1995-11-01,605.369995
1995-12-01,615.929993
1996-01-01,636.02002
1996-02-01,640.429993
1996-03-01,645.5
1996-04-01,654.169983
1996-05-01,669.119995
1996-06-01,670.630005
1996-07-01,639.950012
1996-08-01,651.98999
1996-09-01,687.330017
1996-10-01,705.27002
1996-11-01,757.02002
1996-12-01,740.73999
1997-01-01,786.159973
1997-02-01,790.820007
1997-03-01,757.119995
1997-04-01,801.340027
1997-05-01,848.2800289999999
1997-06-01,885.1400150000001
1997-07-01,954.3099980000001
1997-08-01,899.4699710000001
1997-09-01,947.2800289999999
1997-10-01,914.6199949999999
1997-11-01,955.400024
1997-12-01,970.429993
1998-01-01,980.2800289999999
1998-02-01,1049.339966
1998-03-01,1101.75
1998-04-01,1111.75
1998-05-01,1090.819946
1998-06-01,1133.839966
1998-07-01,1120.670044
1998-08-01,957.2800289999999
1998-09-01,1017.01001
1998-10-01,1098.670044
1998-11-01,1163.630005
1998-12-01,1229.22998
1999-01-01,1279.640015
1999-02-01,1238.329956
1999-03-01,1286.369995
1999-04-01,1335.180054
1999-05-01,1301.839966
1999-06-01,1372.709961
1999-07-01,1328.719971
1999-08-01,1320.410034
1999-09-01,1282.709961
1999-10-01,1362.930054
1999-11-01,1388.910034
1999-12-01,1469.25
2000-01-01,1394.459961
2000-02-01,1366.420044
2000-03-01,1498.579956
2000-04-01,1452.430054
2000-05-01,1420.599976
2000-06-01,1454.599976
2000-07-01,1430.829956
2000-08-01,1517.680054
2000-09-01,1436.51001
2000-10-01,1429.400024
2000-11-01,1314.949951
2000-12-01,1320.280029
2001-01-01,1366.01001
2001-02-01,1239.939941
2001-03-01,1160.329956
2001-04-01,1249.459961
2001-05-01,1255.819946
2001-06-01,1224.380005
2001-07-01,1211.22998
2001-08-01,1133.579956
2001-09-01,1040.939941
2001-10-01,1059.780029
2001-11-01,1139.449951
2001-12-01,1148.079956
2002-01-01,1130.199951
2002-02-01,1106.72998
2002-03-01,1147.390015
2002-04-01,1076.920044
2002-05-01,1067.140015
2002-06-01,989.820007
2002-07-01,911.6199949999999
2002-08-01,916.070007
2002-09-01,815.280029
2002-10-01,885.76001
2002-11-01,936.3099980000001
2002-12-01,879.820007
2003-01-01,855.7000119999999
2003-02-01,841.150024
2003-03-01,848.179993
2003-04-01,916.919983
2003-05-01,963.590027
2003-06-01,974.5
2003-07-01,990.3099980000001
2003-08-01,1008.01001
2003-09-01,995.9699710000001
2003-10-01,1050.709961
2003-11-01,1058.199951
2003-12-01,1111.920044
2004-01-01,1131.130005
2004-02-01,1144.939941
2004-03-01,1126.209961
2004-04-01,1107.300049
2004-05-01,1120.680054
2004-06-01,1140.839966
2004-07-01,1101.719971
2004-08-01,1104.23999
2004-09-01,1114.579956
2004-10-01,1130.199951
2004-11-01,1173.819946
2004-12-01,1211.920044
2005-01-01,1181.27002
2005-02-01,1203.599976
2005-03-01,1180.589966
2005-04-01,1156.849976
2005-05-01,1191.5
2005-06-01,1191.329956
2005-07-01,1234.180054
2005-08-01,1220.329956
2005-09-01,1228.810059
2005-10-01,1207.01001
2005-11-01,1249.47998
2005-12-01,1248.290039
2006-01-01,1280.079956
2006-02-01,1280.660034
2006-03-01,1294.869995
2006-04-01,1310.609985
2006-05-01,1270.089966
2006-06-01,1270.199951
2006-07-01,1276.660034
2006-08-01,1303.819946
2006-09-01,1335.849976
2006-10-01,1377.939941
2006-11-01,1400.630005
2006-12-01,1418.300049
2007-01-01,1438.23999
2007-02-01,1406.819946
2007-03-01,1420.859985
2007-04-01,1482.369995
2007-05-01,1530.619995
2007-06-01,1503.349976
2007-07-01,1455.27002
2007-08-01,1473.98999
2007-09-01,1526.75
2007-10-01,1549.380005
2007-11-01,1481.140015
2007-12-01,1468.359985
2008-01-01,1378.550049
2008-02-01,1330.630005
2008-03-01,1322.699951
2008-04-01,1385.589966
2008-05-01,1400.380005
2008-06-01,1280.0
2008-07-01,1267.380005
2008-08-01,1282.829956
2008-09-01,1166.359985
2008-10-01,968.75
2008-11-01,896.23999
2008-12-01,903.25
2009-01-01,825.880005
2009-02-01,735.090027
2009-03-01,797.869995
2009-04-01,872.8099980000001
2009-05-01,919.1400150000001
2009-06-01,919.320007
2009-07-01,987.4799800000001
2009-08-01,1020.6199949999999
2009-09-01,1057.079956
2009-10-01,1036.189941
2009-11-01,1095.630005
2009-12-01,1115.099976
2010-01-01,1073.869995
2010-02-01,1104.48999
2010-03-01,1169.430054
2010-04-01,1186.689941
2010-05-01,1089.410034
2010-06-01,1030.709961
2010-07-01,1101.599976
2010-08-01,1049.329956
2010-09-01,1141.199951
2010-10-01,1183.26001
2010-11-01,1180.550049
2010-12-01,1257.640015
2011-01-01,1286.119995
2011-02-01,1327.219971
2011-03-01,1325.829956
2011-04-01,1363.609985
2011-05-01,1345.199951
2011-06-01,1320.640015
2011-07-01,1292.280029
2011-08-01,1218.890015
2011-09-01,1131.420044
2011-10-01,1253.300049
2011-11-01,1246.959961
2011-12-01,1257.599976
2012-01-01,1312.410034
2012-02-01,1365.680054
2012-03-01,1408.469971
2012-04-01,1397.910034
2012-05-01,1310.329956
2012-06-01,1362.160034
2012-07-01,1379.319946
2012-08-01,1406.579956
2012-09-01,1440.670044
2012-10-01,1412.160034
2012-11-01,1416.180054
2012-12-01,1426.189941
2013-01-01,1498.109985
2013-02-01,1514.680054
2013-03-01,1569.189941
2013-04-01,1597.569946
2013-05-01,1630.73999
2013-06-01,1606.280029
2013-07-01,1685.72998
2013-08-01,1632.969971
2013-09-01,1681.550049
2013-10-01,1756.540039
2013-11-01,1805.810059
2013-12-01,1848.359985
2014-01-01,1782.589966
2014-02-01,1859.449951
2014-03-01,1872.339966
2014-04-01,1883.949951
2014-05-01,1923.569946
2014-06-01,1960.22998
2014-07-01,1930.6700440000002
2014-08-01,2003.369995
2014-09-01,1972.290039
2014-10-01,2018.050049
2014-11-01,2067.560059
2014-12-01,2058.899902
2015-01-01,1994.9899899999998
2015-02-01,2104.5
2015-03-01,2067.889893
2015-04-01,2085.51001
2015-05-01,2107.389893
2015-06-01,2063.110107
2015-07-01,2103.840088
2015-08-01,1972.180054
2015-09-01,1920.030029
2015-10-01,2079.360107
2015-11-01,2080.409912
2015-12-01,2043.939941
2016-01-01,1940.2399899999998
2016-02-01,1932.22998
2016-03-01,2059.73999
2016-04-01,2065.300049
2016-05-01,2096.949951
2016-06-01,2098.860107
2016-07-01,2173.600098
2016-08-01,2170.949951
2016-09-01,2168.27002
2016-10-01,2126.149902
2016-11-01,2198.810059
2016-12-01,2238.830078
2017-01-01,2278.8701170000004
2017-02-01,2363.639893
2017-03-01,2362.719971
2017-04-01,2384.199951
2017-05-01,2411.800049
2017-06-01,2423.409912
2017-07-01,2470.300049
2017-08-01,2471.649902
2017-09-01,2519.360107
2017-10-01,2575.26001
2017-11-01,2647.580078
2017-12-01,2673.610107
2018-01-01,2823.810059
2018-02-01,2713.830078
2018-03-01,2640.8701170000004
2018-04-01,2648.050049
2018-05-01,2705.27002
2018-06-01,2718.3701170000004
2018-07-01,2816.290039
2018-08-01,2901.52002
2018-09-01,2913.97998
2018-10-01,2711.73999
2018-11-01,2760.169922
2018-12-01,2506.850098
2019-01-01,2704.100098
2019-02-01,2784.48999
2019-03-01,2834.399902
2019-04-01,2945.830078
2019-05-01,2752.060059
2019-06-01,2941.76001
